Region,Country,City/Town,Year,"Annual mean, ug/m3"
Europe (LMIC),Croatia,Osijek,2013,(22)-converted value
Europe (LMIC),Croatia,Osijek,2014,(26)-converted value
Europe (LMIC),Croatia,Osijek,2015,(25)-converted value
Europe (LMIC),Croatia,Osijek,2016,(26)-converted value
Europe (LMIC),Croatia,Rijeka,2013,(12)-converted value
Europe (LMIC),Croatia,Rijeka,2014,(10)-converted value
Europe (LMIC),Croatia,Rijeka,2015,(12)-converted value
Europe (LMIC),Croatia,Rijeka,2016,10
Europe (LMIC),Croatia,Sisak,2013,(24)-converted value
Europe (LMIC),Croatia,Sisak,2014,(19)-converted value
Europe (LMIC),Croatia,Sisak,2016,(25)-converted value
Europe (LMIC),Croatia,Slavonski Brod,2013,24
Europe (LMIC),Croatia,Slavonski Brod,2014,33
Europe (LMIC),Croatia,Slavonski Brod,2016,41
Europe (LMIC),Croatia,Split,2015,11
Europe (LMIC),Croatia,Split,2016,10
Europe (LMIC),Croatia,Stuti,2015,9
Europe (LMIC),Croatia,Stuti,2016,10
Europe (LMIC),Croatia,Velika Gorica,2016,30
Europe (LMIC),Croatia,Zagreb,2013,22
Europe (LMIC),Croatia,Zagreb,2014,19
Europe (LMIC),Croatia,Zagreb,2015,21
Europe (LMIC),Croatia,Zagreb,2016,21
Europe (HIC),Hungary,Ajka,2013,(14)-converted value
Europe (HIC),Hungary,Ajka,2014,(13)-converted value
Europe (HIC),Hungary,Ajka,2015,(17)-converted value
Europe (HIC),Hungary,Ajka,2016,(15)-converted value
Europe (HIC),Hungary,Budapest,2013,(20)-converted value
Europe (HIC),Hungary,Budapest,2014,21
Europe (HIC),Hungary,Budapest,2015,(21)-converted value
Europe (HIC),Hungary,Budapest,2016,(19)-converted value
Europe (HIC),Hungary,Debrecen,2013,(18)-converted value
Europe (HIC),Hungary,Debrecen,2014,(18)-converted value
Europe (HIC),Hungary,Debrecen,2015,(18)-converted value
Europe (HIC),Hungary,Debrecen,2016,(16)-converted value
Europe (HIC),Hungary,Dunaujvaros,2013,(18)-converted value
Europe (HIC),Hungary,Dunaujvaros,2014,(19)-converted value
Europe (HIC),Hungary,Dunaujvaros,2015,(19)-converted value
Europe (HIC),Hungary,Dunaujvaros,2016,(16)-converted value
Europe (HIC),Hungary,Esztergom,2013,17
Europe (HIC),Hungary,Esztergom,2014,12
Europe (HIC),Hungary,Esztergom,2015,(16)-converted value
Europe (HIC),Hungary,Esztergom,2016,(13)-converted value
Europe (HIC),Hungary,Gyor,2013,16
Europe (HIC),Hungary,Gyor,2014,15
Europe (HIC),Hungary,Gyor,2015,(16)-converted value
Europe (HIC),Hungary,Gyor,2016,10
Europe (HIC),Hungary,Hernadszurdok,2013,(15)-converted value
Europe (HIC),Hungary,Hernadszurdok,2015,(15)-converted value
Europe (HIC),Hungary,Hernadszurdok,2016,(15)-converted value
Europe (HIC),Hungary,Kazincbarcika,2013,(21)-converted value
Europe (HIC),Hungary,Kazincbarcika,2014,(21)-converted value
Europe (HIC),Hungary,Kazincbarcika,2015,(20)-converted value
Europe (HIC),Hungary,Kazincbarcika,2016,(20)-converted value
Europe (HIC),Hungary,Kecskemet,2013,(15)-converted value
Europe (HIC),Hungary,Kecskemet,2016,(12)-converted value
Europe (HIC),Hungary,Miskolc,2013,(24)-converted value
Europe (HIC),Hungary,Miskolc,2014,(23)-converted value
Europe (HIC),Hungary,Miskolc,2015,(23)-converted value
Europe (HIC),Hungary,Miskolc,2016,(20)-converted value
Europe (HIC),Hungary,Nyiregyhaza,2013,(22)-converted value
Europe (HIC),Hungary,Nyiregyhaza,2014,(21)-converted value
Europe (HIC),Hungary,Nyiregyhaza,2015,(20)-converted value
Europe (HIC),Hungary,Nyiregyhaza,2016,(19)-converted value
Europe (HIC),Hungary,Pecs,2013,(23)-converted value
Europe (HIC),Hungary,Pecs,2014,(19)-converted value
Europe (HIC),Hungary,Pecs,2015,(19)-converted value
Europe (HIC),Hungary,Pecs,2016,(21)-converted value
Europe (HIC),Hungary,Sajoszentpeter,2013,(24)-converted value
Europe (HIC),Hungary,Sajoszentpeter,2015,(23)-converted value
Europe (HIC),Hungary,Sajoszentpeter,2016,(24)-converted value
Europe (HIC),Hungary,Sarrod,2013,(13)-converted value
Europe (HIC),Hungary,Sarrod,2014,(13)-converted value
Europe (HIC),Hungary,Sarrod,2015,(12)-converted value
Europe (HIC),Hungary,Sarrod,2016,(9)-converted value
Europe (HIC),Hungary,Sopron,2013,(16)-converted value
Europe (HIC),Hungary,Sopron,2014,(15)-converted value
Europe (HIC),Hungary,Sopron,2015,(15)-converted value
Europe (HIC),Hungary,Sopron,2016,(13)-converted value
Europe (HIC),Hungary,Szazhalombatta,2013,(15)-converted value
Europe (HIC),Hungary,Szazhalombatta,2015,(18)-converted value
Europe (HIC),Hungary,Szazhalombatta,2016,(17)-converted value
Europe (HIC),Hungary,Szeged,2013,18
Europe (HIC),Hungary,Szeged,2014,16
Europe (HIC),Hungary,Szeged,2015,(18)-converted value
Europe (HIC),Hungary,Szeged,2016,(18)-converted value
Europe (HIC),Hungary,Tatabanya,2013,(18)-converted value
Europe (HIC),Hungary,Tatabanya,2014,(16)-converted value
Europe (HIC),Hungary,Tatabanya,2015,(17)-converted value
Europe (HIC),Hungary,Tatabanya,2016,(15)-converted value
Europe (HIC),Hungary,Veszprem,2013,(12)-converted value
Europe (HIC),Hungary,Veszprem,2014,(11)-converted value
Europe (HIC),Hungary,Veszprem,2015,(15)-converted value
Europe (HIC),Hungary,Veszprem,2016,(12)-converted value
South-East Asia (LMIC),Indonesia,Bandung,2014,33
South-East Asia (LMIC),Indonesia,Jakarta,2016,45
South-East Asia (LMIC),India,Agra,2010,(102)-converted value
South-East Asia (LMIC),India,Agra,2011,(89)-converted value
South-East Asia (LMIC),India,Agra,2012,(106)-converted value
South-East Asia (LMIC),India,Agra,2013,(96)-converted value
South-East Asia (LMIC),India,Agra,2014,(96)-converted value
South-East Asia (LMIC),India,Agra,2015,115
South-East Asia (LMIC),India,Agra,2016,131
South-East Asia (LMIC),India,Ahmedabad,2015,65
South-East Asia (LMIC),India,Aizawl,2012,(29)-converted value
South-East Asia (LMIC),India,Aizwal,2015,24
South-East Asia (LMIC),India,Aizwal,2016,27
South-East Asia (LMIC),India,Akola,2012,(74)-converted value
South-East Asia (LMIC),India,Alappuzha,2012,(25)-converted value
South-East Asia (LMIC),India,Allahabad,2012,(170)-converted value
South-East Asia (LMIC),India,Alwar,2012,(81)-converted value
South-East Asia (LMIC),India,Amravati,2012,(54)-converted value
South-East Asia (LMIC),India,Amritsar,2012,(108)-converted value
South-East Asia (LMIC),India,Angul,2012,(57)-converted value
South-East Asia (LMIC),India,Anklesvar,2012,(53)-converted value
South-East Asia (LMIC),India,Aurangabad,2012,(43)-converted value
South-East Asia (LMIC),India,Baddi,2012,(53)-converted value
South-East Asia (LMIC),India,Balasore,2012,(44)-converted value
South-East Asia (LMIC),India,Bangalore,2012,(58)-converted value
South-East Asia (LMIC),India,Bangalore,2013,(54)-converted value
South-East Asia (LMIC),India,Bangalore,2014,(65)-converted value
South-East Asia (LMIC),India,Bangalore,2015,37
South-East Asia (LMIC),India,Bangalore,2016,46
South-East Asia (LMIC),India,Berhampur,2012,(43)-converted value
South-East Asia (LMIC),India,Bhilai,2012,(55)-converted value
South-East Asia (LMIC),India,Bhopal,2012,(93)-converted value
South-East Asia (LMIC),India,Bhubneshwar,2012,(43)-converted value
South-East Asia (LMIC),India,Bongaigaon,2012,(24)-converted value
South-East Asia (LMIC),India,Chandigarh,2012,(59)-converted value
South-East Asia (LMIC),India,Chandrapur,2015,43
South-East Asia (LMIC),India,Chandrapur,2016,60
South-East Asia (LMIC),India,Chennai,2015,51
South-East Asia (LMIC),India,Chennai,2016,49
South-East Asia (LMIC),India,Chitoor,2012,(21)-converted value
South-East Asia (LMIC),India,Coimbatore,2012,(36)-converted value
South-East Asia (LMIC),India,Cuttack,2012,(36)-converted value
South-East Asia (LMIC),India,Dehradun,2012,(100)-converted value
South-East Asia (LMIC),India,Delhi,2010,(141)-converted value
South-East Asia (LMIC),India,Delhi,2011,(120)-converted value
South-East Asia (LMIC),India,Delhi,2013,(119)-converted value
South-East Asia (LMIC),India,Delhi,2014,(116)-converted value
South-East Asia (LMIC),India,Delhi,2015,(123)-converted value
South-East Asia (LMIC),India,Delhi,2016,143
South-East Asia (LMIC),India,Devanagere,2012,(40)-converted value
South-East Asia (LMIC),India,Dewas,2012,(49)-converted value
South-East Asia (LMIC),India,Dhanbad,2012,(95)-converted value
South-East Asia (LMIC),India,Dibrugarh,2012,(30)-converted value
South-East Asia (LMIC),India,Dimapur,2012,(48)-converted value
South-East Asia (LMIC),India,Durgapur,2012,(58)-converted value
South-East Asia (LMIC),India,Faridabad,2015,77
South-East Asia (LMIC),India,Faridabad,2016,172
South-East Asia (LMIC),India,Firozabad,2012,(113)-converted value
South-East Asia (LMIC),India,Gauhati,2015,34
South-East Asia (LMIC),India,Gauhati,2016,40
South-East Asia (LMIC),India,Gaya,2016,149
South-East Asia (LMIC),India,Gobindgarh,2012,(108)-converted value
South-East Asia (LMIC),India,Golaghat,2012,(29)-converted value
South-East Asia (LMIC),India,Guntur,2012,(40)-converted value
South-East Asia (LMIC),India,Gurgaon,2016,120
South-East Asia (LMIC),India,Guwahati,2010,(59)-converted value
South-East Asia (LMIC),India,Guwahati,2012,(54)-converted value
South-East Asia (LMIC),India,Guwahati,2013,(83)-converted value
South-East Asia (LMIC),India,Guwahati,2014,(53)-converted value
South-East Asia (LMIC),India,Guwahati,2015,(54)-converted value
South-East Asia (LMIC),India,Gwalior,2012,(176)-converted value
South-East Asia (LMIC),India,Hassan,2012,(19)-converted value
South-East Asia (LMIC),India,Howrah,2012,(100)-converted value
South-East Asia (LMIC),India,Hyderabad,2014,44
South-East Asia (LMIC),India,Hyderabad,2015,39
South-East Asia (LMIC),India,Hyderabad,2016,44
South-East Asia (LMIC),India,Indore,2012,(76)-converted value
South-East Asia (LMIC),India,Jabalpur,2015,41
South-East Asia (LMIC),India,Jabalpur,2016,38
South-East Asia (LMIC),India,Jaipur,2016,105
South-East Asia (LMIC),India,Jalandhar,2012,(75)-converted value
South-East Asia (LMIC),India,Jalgaon,2012,(73)-converted value
South-East Asia (LMIC),India,Jalgaon,2013,(62)-converted value
South-East Asia (LMIC),India,Jammu,2012,(64)-converted value
South-East Asia (LMIC),India,Jamnagar,2012,(54)-converted value
South-East Asia (LMIC),India,Jhansi,2012,(59)-converted value
South-East Asia (LMIC),India,Jodhpur,2016,98
South-East Asia (LMIC),India,Kakinada,2012,(31)-converted value
South-East Asia (LMIC),India,Kanpur,2011,(75)-converted value
South-East Asia (LMIC),India,Kanpur,2015,108
South-East Asia (LMIC),India,Kanpur,2016,173
South-East Asia (LMIC),India,Khanna,2012,(114)-converted value
South-East Asia (LMIC),India,Khurja,2012,(90)-converted value
South-East Asia (LMIC),India,Kochi,2012,(38)-converted value
South-East Asia (LMIC),India,Kohima,2012,(44)-converted value
South-East Asia (LMIC),India,Kolhapur,2012,(59)-converted value
South-East Asia (LMIC),India,Kolkata,2015,52
South-East Asia (LMIC),India,Kolkata,2016,74
South-East Asia (LMIC),India,Kollam,2012,(30)-converted value
South-East Asia (LMIC),India,Korba,2012,(43)-converted value
South-East Asia (LMIC),India,Kota,2012,(84)-converted value
South-East Asia (LMIC),India,Kothagudem,2012,(34)-converted value
South-East Asia (LMIC),India,Kottayam,2012,(30)-converted value
South-East Asia (LMIC),India,Kozhikode,2012,(30)-converted value
South-East Asia (LMIC),India,Kurnool,2012,(40)-converted value
South-East Asia (LMIC),India,Lucknow,2015,108
South-East Asia (LMIC),India,Lucknow,2016,138
South-East Asia (LMIC),India,Ludhiana,2012,(122)-converted value
South-East Asia (LMIC),India,Madurai,2012,(26)-converted value
South-East Asia (LMIC),India,Margherita,2012,(29)-converted value
South-East Asia (LMIC),India,Meerut,2012,(69)-converted value
South-East Asia (LMIC),India,Mumbai,2015,66
South-East Asia (LMIC),India,Mumbai,2016,64
South-East Asia (LMIC),India,Muzaffarpur,2015,197
South-East Asia (LMIC),India,Muzaffarpur,2016,120
South-East Asia (LMIC),India,Nagaon,2012,(42)-converted value
South-East Asia (LMIC),India,Nagda,2012,(55)-converted value
South-East Asia (LMIC),India,Nagpur,2012,(31)-converted value
South-East Asia (LMIC),India,Nagpur,2013,(33)-converted value
South-East Asia (LMIC),India,Nagpur,2014,(34)-converted value
South-East Asia (LMIC),India,Nagpur,2015,(30)-converted value
South-East Asia (LMIC),India,Nagpur,2016,84
South-East Asia (LMIC),India,Nalbari,2012,(44)-converted value
South-East Asia (LMIC),India,Nalgonda,2012,(43)-converted value
South-East Asia (LMIC),India,Nanded,2012,(28)-converted value
South-East Asia (LMIC),India,Nashik,2012,(51)-converted value
South-East Asia (LMIC),India,Nashik,2013,(47)-converted value
South-East Asia (LMIC),India,Nashik,2014,(40)-converted value
South-East Asia (LMIC),India,Nashik,2015,(42)-converted value
South-East Asia (LMIC),India,Navi Mumbai,2014,40
South-East Asia (LMIC),India,Navi Mumbai,2015,36
South-East Asia (LMIC),India,Navi Mumbai,2016,41
South-East Asia (LMIC),India,Naya Nangal,2012,(47)-converted value
South-East Asia (LMIC),India,Nellore,2012,(33)-converted value
South-East Asia (LMIC),India,Noida,2012,(73)-converted value
South-East Asia (LMIC),India,Panaji,2012,(36)-converted value
South-East Asia (LMIC),India,Panchkula,2015,54
South-East Asia (LMIC),India,Panchkula,2016,55
South-East Asia (LMIC),India,Parwanoo,2012,(43)-converted value
South-East Asia (LMIC),India,Pathanamthitta,2012,(12)-converted value
South-East Asia (LMIC),India,Patiala,2015,82
South-East Asia (LMIC),India,Patiala,2016,101
South-East Asia (LMIC),India,Patna,2016,144
South-East Asia (LMIC),India,Puducherry,2012,(22)-converted value
South-East Asia (LMIC),India,Pune,2012,(48)-converted value
South-East Asia (LMIC),India,Pune,2013,(47)-converted value
South-East Asia (LMIC),India,Pune,2014,(50)-converted value
South-East Asia (LMIC),India,Pune,2015,50
South-East Asia (LMIC),India,Pune,2016,50
South-East Asia (LMIC),India,Raebareli,2012,(87)-converted value
South-East Asia (LMIC),India,Raipur,2012,(144)-converted value
South-East Asia (LMIC),India,Rajkot,2012,(53)-converted value
South-East Asia (LMIC),India,Ramagundam,2012,(44)-converted value
South-East Asia (LMIC),India,Raniganj,2012,(67)-converted value
South-East Asia (LMIC),India,Rayagada,2012,(29)-converted value
South-East Asia (LMIC),India,Rishikesh,2012,(58)-converted value
South-East Asia (LMIC),India,Rourkela,2012,(52)-converted value
South-East Asia (LMIC),India,Salem,2012,(32)-converted value
South-East Asia (LMIC),India,Sambalpur,2012,(28)-converted value
South-East Asia (LMIC),India,Sangli,2012,(43)-converted value
South-East Asia (LMIC),India,Shillong,2012,(35)-converted value
South-East Asia (LMIC),India,Shimla,2012,(31)-converted value
South-East Asia (LMIC),India,Sibsagar,2012,(58)-converted value
South-East Asia (LMIC),India,Silchar,2012,(48)-converted value
South-East Asia (LMIC),India,Singrauli,2012,(34)-converted value
South-East Asia (LMIC),India,Solapur,2016,39
South-East Asia (LMIC),India,Sunder Nagar,2011,(30)-converted value
South-East Asia (LMIC),India,Surat,2012,(52)-converted value
South-East Asia (LMIC),India,Tezpur,2015,37
South-East Asia (LMIC),India,Tezpur,2016,33
South-East Asia (LMIC),India,Thane,2012,(39)-converted value
South-East Asia (LMIC),India,Thiruvananthapuram,2012,(29)-converted value
South-East Asia (LMIC),India,Tinsukia,2012,(30)-converted value
South-East Asia (LMIC),India,Tirumala,2014,(34)-converted value
South-East Asia (LMIC),India,Tirupati,2012,(37)-converted value
South-East Asia (LMIC),India,Trichy,2012,(40)-converted value
South-East Asia (LMIC),India,Trivendrum,2015,24
South-East Asia (LMIC),India,Trivendrum,2016,35
South-East Asia (LMIC),India,Tura,2012,(28)-converted value
South-East Asia (LMIC),India,Udaipur,2015,47
South-East Asia (LMIC),India,Udaipur,2016,41
South-East Asia (LMIC),India,Ujjain,2012,(43)-converted value
South-East Asia (LMIC),India,Vadodara,2012,(55)-converted value
South-East Asia (LMIC),India,Vapi,2012,(54)-converted value
South-East Asia (LMIC),India,Varanasi,2013,217
South-East Asia (LMIC),India,Varanasi,2014,180
South-East Asia (LMIC),India,Varanasi,2015,115
South-East Asia (LMIC),India,Varanasi,2016,146
South-East Asia (LMIC),India,Vishakhapatnam,2012,(35)-converted value
South-East Asia (LMIC),India,Vizag,2015,33
South-East Asia (LMIC),India,Vizag,2016,34
South-East Asia (LMIC),India,Warangal,2012,(26)-converted value
Europe (HIC),Ireland,Balbriggan,2013,(8)-converted value
Europe (HIC),Ireland,Banbridge,2013,9
Europe (HIC),Ireland,Banbridge,2014,8
Europe (HIC),Ireland,Banbridge,2015,8
Europe (HIC),Ireland,Banbridge,2016,7
Europe (HIC),Ireland,Bray,2013,(13)-converted value
Europe (HIC),Ireland,Castlebar,2013,(10)-converted value
Europe (HIC),Ireland,Cork City,2013,11
Europe (HIC),Ireland,Cork City,2014,(13)-converted value
Europe (HIC),Ireland,Cork City,2015,7
Europe (HIC),Ireland,Cork City,2016,7
Europe (HIC),Ireland,Dublin City,2013,11
Europe (HIC),Ireland,Dublin City,2014,9
Europe (HIC),Ireland,Dublin City,2015,8
Europe (HIC),Ireland,Dublin City,2016,9
Europe (HIC),Ireland,Dun Laoghaire-Rathdown,2014,(9)-converted value
Europe (HIC),Ireland,Dun Laoghaire-Rathdown,2015,(9)-converted value
Europe (HIC),Ireland,Dun Laoghaire-Rathdown,2016,(9)-converted value
Europe (HIC),Ireland,Ennis,2013,(10)-converted value
Europe (HIC),Ireland,Fingal,2013,(11)-converted value
Europe (HIC),Ireland,Fingal,2014,(12)-converted value
Europe (HIC),Ireland,Fingal,2015,(12)-converted value
Europe (HIC),Ireland,Fingal,2016,(12)-converted value
Europe (HIC),Ireland,Galway City,2013,(14)-converted value
Europe (HIC),Ireland,Galway City,2015,(10)-converted value
Europe (HIC),Ireland,Galway City,2016,(10)-converted value
Europe (HIC),Ireland,Laois,2016,(8)-converted value
Europe (HIC),Ireland,Limerick,2013,(10)-converted value
Europe (HIC),Ireland,Limerick,2014,(14)-converted value
Europe (HIC),Ireland,Limerick,2016,12
Europe (HIC),Ireland,Longford,2013,15
Europe (HIC),Ireland,Longford,2016,12
Europe (HIC),Ireland,Mace Head,2014,4
Europe (HIC),Ireland,Mayo,2013,8
Europe (HIC),Ireland,Mayo,2014,5
Europe (HIC),Ireland,Mayo,2015,6
Europe (HIC),Ireland,Mayo,2016,6
Europe (HIC),Ireland,Monaghan,2013,(7)-converted value
Europe (HIC),Ireland,Monaghan,2014,(6)-converted value
Europe (HIC),Ireland,Monaghan,2015,(6)-converted value
Europe (HIC),Ireland,Monaghan,2016,(6)-converted value
Europe (HIC),Ireland,South Dublin,2013,(10)-converted value
Europe (HIC),Ireland,South Dublin,2014,(9)-converted value
Europe (HIC),Ireland,South Dublin,2015,(9)-converted value
Europe (HIC),Ireland,South Dublin,2016,(8)-converted value
Europe (HIC),Ireland,Westmeath,2013,(16)-converted value
Europe (HIC),Ireland,Wexford,2016,(12)-converted value
Europe (HIC),Ireland,Wicklow,2013,(14)-converted value
Europe (HIC),Ireland,Wicklow,2015,7
Eastern Mediterranean (LMIC),Iran (Islamic Republic of),Abadan,2016,32
Eastern Mediterranean (LMIC),Iran (Islamic Republic of),Ahvaz,2012,(91)-converted value
Eastern Mediterranean (LMIC),Iran (Islamic Republic of),Ahvaz,2013,(86)-converted value
Eastern Mediterranean (LMIC),Iran (Islamic Republic of),Ahvaz,2016,58
Eastern Mediterranean (LMIC),Iran (Islamic Republic of),Arak,2012,(9)-converted value
Eastern Mediterranean (LMIC),Iran (Islamic Republic of),Arak,2016,31
Eastern Mediterranean (LMIC),Iran (Islamic Republic of),Asad abad,2016,32
Eastern Mediterranean (LMIC),Iran (Islamic Republic of),Asalueih,2016,55
Eastern Mediterranean (LMIC),Iran (Islamic Republic of),Baghershahr,2016,46
